#.t	H2O_sew	NH4_sew	PO4_sew	COD_sol	X_TSS_sew	COD_part	FD	Q_out
#d	g/d	g/d	g/d	g/d	g/d	g/d		m3/d
182.00347222222223	-0.0	0.0	0.0	0.0	0.0	0.0	0.0004128930279601	0.0
182.00694444444446	-0.0	0.0	0.0	0.0	0.0	0.0	0.0008261345460883	0.0
182.01041666666666	-0.0	0.0	0.0	0.0	0.0	0.0	0.0012393776176074	0.0
182.01388888888889	-0.0	0.0	0.0	0.0	0.0	0.0	0.0016526206891264	0.0
182.01736111111111	-0.0	0.0	0.0	0.0	0.0	0.0	0.0020658637606455	0.0
182.02083333333334	-0.0	0.0	0.0	0.0	0.0	0.0	0.0024791068321645	0.0
182.02430555555554	-0.0	0.0	0.0	0.0	0.0	0.0	0.0028923499036836	0.0
182.02777777777777	-0.0	0.0	0.0	0.0	0.0	0.0	0.0033055929752027	0.0
182.03125	-0.0	0.0	0.0	0.0	0.0	0.0	0.0037188360467217	0.0
182.03472222222223	-0.0	0.0	0.0	0.0	0.0	0.0	0.0041320791182408	0.0
182.03819444444446	-0.0	0.0	0.0	0.0	0.0	0.0	0.0045453221897599	0.0
182.04166666666666	-0.0	0.0	0.0	0.0	0.0	0.0	0.0049585652612791	0.0
182.04513888888889	-0.0	0.0	0.0	0.0	0.0	0.0	0.0053718083327982	0.0
182.04861111111111	-0.0	0.0	0.0	0.0	0.0	0.0	0.0057850514043173	0.0
182.05208333333334	-0.0	0.0	0.0	0.0	0.0	0.0	0.0061982944758364	0.0
182.05555555555554	-0.0	0.0	0.0	0.0	0.0	0.0	0.0066115375473556	0.0
182.05902777777777	-0.0	0.0	0.0	0.0	0.0	0.0	0.0070247806188747	0.0
182.0625	-0.0	0.0	0.0	0.0	0.0	0.0	0.0074380236903938	0.0
182.06597222222223	-0.0	0.0	0.0	0.0	0.0	0.0	0.0078512667619129	0.0
182.06944444444446	-0.0	0.0	0.0	0.0	0.0	0.0	0.008264509833432	0.0
182.07291666666666	-0.0	0.0	0.0	0.0	0.0	0.0	0.0086777529049512	0.0
182.07638888888889	-0.0	0.0	0.0	0.0	0.0	0.0	0.0090909959764703	0.0
182.07986111111111	-0.0	0.0	0.0	0.0	0.0	0.0	0.0095042390479894	0.0
182.08333333333334	-0.0	0.0	0.0	0.0	0.0	0.0	0.0099174821195085	0.0
182.08680555555554	-0.0	0.0	0.0	0.0	0.0	0.0	0.0103307251910277	0.0
182.09027777777777	-0.0	0.0	0.0	0.0	0.0	0.0	0.0107439682625468	0.0
182.09375	-0.0	0.0	0.0	0.0	0.0	0.0	0.0111572113340659	0.0
182.09722222222223	-0.0	0.0	0.0	0.0	0.0	0.0	0.011570454405585	0.0
182.10069444444446	-0.0	0.0	0.0	0.0	0.0	0.0	0.0119836974771041	0.0
182.10416666666666	-0.0	0.0	0.0	0.0	0.0	0.0	0.0123969405486233	0.0
182.10763888888889	-0.0	0.0	0.0	0.0	0.0	0.0	0.0128101836201424	0.0
182.11111111111111	-0.0	0.0	0.0	0.0	0.0	0.0	0.0132234266916615	0.0
182.11458333333334	-0.0	0.0	0.0	0.0	0.0	0.0	0.0136366697631806	0.0
182.11805555555554	-0.0	0.0	0.0	0.0	0.0	0.0	0.0140499128346998	0.0
182.12152777777777	-0.0	0.0	0.0	0.0	0.0	0.0	0.0144631559062189	0.0
182.125	-0.0	0.0	0.0	0.0	0.0	0.0	0.014876398977738	0.0
182.12847222222223	-0.0	0.0	0.0	0.0	0.0	0.0	0.0152896420492571	0.0
182.13194444444446	-0.0	0.0	0.0	0.0	0.0	0.0	0.0158005149637169	0.0
182.13541666666666	-0.0	0.0	0.0	0.0	0.0	0.0	0.0163117143993905	0.0
182.13888888888889	-0.0	0.0	0.0	0.0	0.0	0.0	0.0168229138350641	0.0
182.14236111111111	-0.0	0.0	0.0	0.0	0.0	0.0	0.0173341132707377	0.0
182.14583333333334	-0.0	0.0	0.0	0.0	0.0	0.0	0.0178453127064113	0.0
182.14930555555554	-0.0	0.0	0.0	0.0	0.0	0.0	0.0183565121420849	0.0
182.15277777777777	-0.0	0.0	0.0	0.0	0.0	0.0	0.0188677115777585	0.0
182.15625	-0.0	0.0	0.0	0.0	0.0	0.0	0.0193789110134321	0.0
182.15972222222223	-0.0	0.0	0.0	0.0	0.0	0.0	0.0198901104491057	0.0
182.16319444444446	-0.0	0.0	0.0	0.0	0.0	0.0	0.0204013098847793	0.0
182.16666666666666	-0.0	0.0	0.0	0.0	0.0	0.0	0.020912509320453	0.0
182.17013888888889	-0.0	0.0	0.0	0.0	0.0	0.0	0.0214237087561266	0.0
182.17361111111111	-0.0	0.0	0.0	0.0	0.0	0.0	0.0222277977206218	0.0
182.17708333333334	-0.0	0.0	0.0	0.0	0.0	0.0	0.0230353032803976	0.0
182.18055555555554	-0.0	0.0	0.0	0.0	0.0	0.0	0.0238442302879395	0.0
182.18402777777777	-0.0	0.0	0.0	0.0	0.0	0.0	0.0246531620222277	0.0
182.1875	-0.0	0.0	0.0	0.0	0.0	0.0	0.025462093756516	0.0
182.19097222222223	-0.0	0.0	0.0	0.0	0.0	0.0	0.0262720220464926	0.0
182.19444444444446	-0.0	0.0	0.0	0.0	0.0	0.0	0.0270819536694313	0.0
182.19791666666666	-0.0	0.0	0.0	0.0	0.0	0.0	0.0278918852923701	0.0
182.20138888888889	-0.0	0.0	0.0	0.0	0.0	0.0	0.0287018169153089	0.0
182.20486111111111	-0.0	0.0	0.0	0.0	0.0	0.0	0.0295117485382477	0.0
182.20833333333334	-0.0	0.0	0.0	0.0	0.0	0.0	0.0303216801611865	0.0
182.21180555555554	-0.0	0.0	0.0	0.0	0.0	0.0	0.0311316117841252	0.0
